id,default_probability,recommended_plan,plan_success_probability
594973,0.8686476224041404,standart_yapilandirma,0.49786356
594975,0.9994703341692076,standart_yapilandirma,0.49786356
594976,0.6415021275946822,standart_yapilandirma,0.49786356
594987,0.5639209028432938,standart_yapilandirma,0.49786356
594990,0.5493208323827894,standart_yapilandirma,0.49786356
594997,0.989953074965251,standart_yapilandirma,0.49786356
594998,0.9992711430786708,standart_yapilandirma,0.49786356
595011,0.6662905278731335,standart_yapilandirma,0.49786356
595013,0.8581097528577113,standart_yapilandirma,0.49786356
595022,0.5153313146137062,standart_yapilandirma,0.49786356
595026,0.5121802699188913,standart_yapilandirma,0.49786356
595030,0.8854107018522489,standart_yapilandirma,0.49786356
595036,0.6747888524490457,standart_yapilandirma,0.49786356
595038,0.5882393569820425,standart_yapilandirma,0.49786356
595039,0.7768680350046988,standart_yapilandirma,0.49786356
595042,0.5005084328899789,standart_yapilandirma,0.49786356
595043,0.7535025050056443,standart_yapilandirma,0.49786356
595044,0.8183726805442114,standart_yapilandirma,0.49786356
595050,0.7882977439119918,standart_yapilandirma,0.49786356
595054,0.7556995386452661,standart_yapilandirma,0.49786356
595057,0.9799405037060652,standart_yapilandirma,0.49786356
595069,0.7326183280879603,standart_yapilandirma,0.49786356
595071,0.83270735894256,standart_yapilandirma,0.49786356
595074,0.5771952977596776,standart_yapilandirma,0.49786356
595075,0.9941715891945369,standart_yapilandirma,0.49786356
595076,0.9015932914709472,standart_yapilandirma,0.49786356
595078,0.7732990202154078,standart_yapilandirma,0.49786356
595080,0.7338657550801686,standart_yapilandirma,0.49786356
595081,0.9769387800193898,standart_yapilandirma,0.49786356
595085,0.6038985364422591,standart_yapilandirma,0.49786356
595086,0.6110678527114127,standart_yapilandirma,0.49786356
595087,0.9913438867444442,standart_yapilandirma,0.49786356
595089,0.5235488003312794,standart_yapilandirma,0.49786356
595090,0.9571021235350288,standart_yapilandirma,0.49786356
595092,0.9614183586126248,standart_yapilandirma,0.49786356
595093,0.5046673542198974,standart_yapilandirma,0.49786356
595100,0.7895178988906553,standart_yapilandirma,0.49786356
595102,0.9912121737945409,standart_yapilandirma,0.49786356
595106,0.794597073681646,standart_yapilandirma,0.49786356
595107,0.7165081418568111,standart_yapilandirma,0.49786356
595111,0.998210357535168,standart_yapilandirma,0.49786356
595116,0.9960854252742236,standart_yapilandirma,0.49786356
595120,0.6652443865386122,standart_yapilandirma,0.49786356
595132,0.8243607814703144,standart_yapilandirma,0.49786356
595134,0.9993889782505933,standart_yapilandirma,0.49786356
595135,0.8175385955203067,standart_yapilandirma,0.49786356
595138,0.9994483906355776,standart_yapilandirma,0.49786356
595143,0.9979121712345832,standart_yapilandirma,0.49786356
595146,0.9669107582450724,standart_yapilandirma,0.49786356
595149,0.5174872644451471,standart_yapilandirma,0.49786356
595150,0.5136736528519821,standart_yapilandirma,0.49786356
595154,0.6912796991279044,standart_yapilandirma,0.49786356
595159,0.9823479455607024,standart_yapilandirma,0.49786356
595163,0.9956049545979914,standart_yapilandirma,0.49786356
595164,0.8481581199793896,standart_yapilandirma,0.49786356
595173,0.9794701134107636,standart_yapilandirma,0.49786356
595177,0.5252737092386567,standart_yapilandirma,0.49786356
595180,0.7443725638456917,standart_yapilandirma,0.49786356
595183,0.7887346738092184,standart_yapilandirma,0.49786356
595188,0.5903490232089714,standart_yapilandirma,0.49786356
595190,0.9926793846625338,standart_yapilandirma,0.49786356
595191,0.8942929960241444,standart_yapilandirma,0.49786356
595192,0.6979639479477173,standart_yapilandirma,0.49786356
595199,0.6679422728845695,standart_yapilandirma,0.49786356
595202,0.9921207900944732,standart_yapilandirma,0.49786356
595203,0.7624244685562791,standart_yapilandirma,0.49786356
595206,0.8747517711328909,standart_yapilandirma,0.49786356
595211,0.632987633594974,standart_yapilandirma,0.49786356
595218,0.502094895908995,standart_yapilandirma,0.49786356
595219,0.7504512108500849,standart_yapilandirma,0.49786356
595227,0.7736640725437207,standart_yapilandirma,0.49786356
595233,0.6696686007397914,standart_yapilandirma,0.49786356
595237,0.9179912600092056,standart_yapilandirma,0.49786356
595238,0.972840776094732,standart_yapilandirma,0.49786356
595241,0.961184187207852,standart_yapilandirma,0.49786356
595246,0.9604543254757472,standart_yapilandirma,0.49786356
595247,0.998552011318728,standart_yapilandirma,0.49786356
595248,0.9975139166710714,standart_yapilandirma,0.49786356
595250,0.9968392896699833,standart_yapilandirma,0.49786356
595265,0.7354848794129303,standart_yapilandirma,0.49786356
595271,0.9980124593468188,standart_yapilandirma,0.49786356
595274,0.999591735943398,standart_yapilandirma,0.49786356
595287,0.8678393488472163,standart_yapilandirma,0.49786356
595290,0.7294589625934089,standart_yapilandirma,0.49786356
595300,0.9981050275533572,standart_yapilandirma,0.49786356
595307,0.5882957374768982,standart_yapilandirma,0.49786356
595308,0.9993211056479228,standart_yapilandirma,0.49786356
595315,0.7622089440902959,standart_yapilandirma,0.49786356
595316,0.8081257932510584,standart_yapilandirma,0.49786356
595328,0.9981371723464324,standart_yapilandirma,0.49786356
595333,0.9995810079757388,standart_yapilandirma,0.49786356
595334,0.629036372132418,standart_yapilandirma,0.49786356
595338,0.9897692909655132,standart_yapilandirma,0.49786356
595343,0.9991645077729556,standart_yapilandirma,0.49786356
595363,0.9071912146286564,standart_yapilandirma,0.49786356
595364,0.852141488954043,standart_yapilandirma,0.49786356
595366,0.996653941801572,standart_yapilandirma,0.49786356
595367,0.6804341094475117,standart_yapilandirma,0.49786356
595369,0.9922318291464722,standart_yapilandirma,0.49786356
595376,0.9974648768537656,standart_yapilandirma,0.49786356
595390,0.998696296979882,standart_yapilandirma,0.49786356
595402,0.9909609159401556,standart_yapilandirma,0.49786356
595409,0.9995940798736244,standart_yapilandirma,0.49786356
595418,0.6379939888274602,standart_yapilandirma,0.49786356
595423,0.9980625229851088,standart_yapilandirma,0.49786356
595425,0.6743137991077264,standart_yapilandirma,0.49786356
595426,0.9705649526650592,standart_yapilandirma,0.49786356
595429,0.7127005901932764,standart_yapilandirma,0.49786356
595432,0.6168434047710124,standart_yapilandirma,0.49786356
595433,0.5850468640584996,standart_yapilandirma,0.49786356
595439,0.99946628122846,standart_yapilandirma,0.49786356
595443,0.993714194374405,standart_yapilandirma,0.49786356
595460,0.799777089025852,standart_yapilandirma,0.49786356
595465,0.506635497568642,standart_yapilandirma,0.49786356
595467,0.752081256851937,standart_yapilandirma,0.49786356
595470,0.8550381919141662,standart_yapilandirma,0.49786356
595475,0.9979053176968152,standart_yapilandirma,0.49786356
595476,0.93059900444445,standart_yapilandirma,0.49786356
595477,0.6101778119273042,standart_yapilandirma,0.49786356
595482,0.8767681775580789,standart_yapilandirma,0.49786356
595487,0.6476287660369977,standart_yapilandirma,0.49786356
595489,0.9980376155644756,standart_yapilandirma,0.49786356
595490,0.6542288078267706,standart_yapilandirma,0.49786356
595492,0.7546538091935542,standart_yapilandirma,0.49786356
595494,0.5977687737135607,standart_yapilandirma,0.49786356
595496,0.9965703856631738,standart_yapilandirma,0.49786356
595508,0.9698442769699408,standart_yapilandirma,0.49786356
595509,0.9592201413854716,standart_yapilandirma,0.49786356
595510,0.9967432352359272,standart_yapilandirma,0.49786356
595511,0.9924831550564406,standart_yapilandirma,0.49786356
595519,0.9955743436355624,standart_yapilandirma,0.49786356
595520,0.6811246908504573,standart_yapilandirma,0.49786356
595524,0.6455610007494712,standart_yapilandirma,0.49786356
595525,0.995462646107816,standart_yapilandirma,0.49786356
595527,0.5512502555812524,standart_yapilandirma,0.49786356
595528,0.8372833913546144,standart_yapilandirma,0.49786356
595529,0.6184570389168507,standart_yapilandirma,0.49786356
595534,0.5939242040770611,standart_yapilandirma,0.49786356
595535,0.8710292981957852,standart_yapilandirma,0.49786356
595538,0.9974738267184609,standart_yapilandirma,0.49786356
595539,0.9050777433056676,standart_yapilandirma,0.49786356
595540,0.9521867446129152,standart_yapilandirma,0.49786356
595546,0.788725637028832,standart_yapilandirma,0.49786356
595551,0.9992925497604516,standart_yapilandirma,0.49786356
595558,0.8313992915243917,standart_yapilandirma,0.49786356
595560,0.9434086600460052,standart_yapilandirma,0.49786356
595566,0.711843436001171,standart_yapilandirma,0.49786356
595571,0.8346595885090702,standart_yapilandirma,0.49786356
595575,0.5867317247219914,standart_yapilandirma,0.49786356
595578,0.5354058733974383,standart_yapilandirma,0.49786356
595585,0.6378464487825076,standart_yapilandirma,0.49786356
595586,0.9409843819128706,standart_yapilandirma,0.49786356
595589,0.923475071155051,standart_yapilandirma,0.49786356
595591,0.9618559584912256,standart_yapilandirma,0.49786356
595592,0.9995971313765551,standart_yapilandirma,0.49786356
595595,0.5785141791119143,standart_yapilandirma,0.49786356
595600,0.9979285119813476,standart_yapilandirma,0.49786356
595609,0.6468730878007602,standart_yapilandirma,0.49786356
595617,0.9984872506606044,standart_yapilandirma,0.49786356
595618,0.6085595208151249,standart_yapilandirma,0.49786356
595620,0.9979685311709175,standart_yapilandirma,0.49786356
595621,0.6239369979158382,standart_yapilandirma,0.49786356
595625,0.9955779402699052,standart_yapilandirma,0.49786356
595628,0.9161013708655544,standart_yapilandirma,0.49786356
595652,0.717671775818542,standart_yapilandirma,0.49786356
595653,0.8569747791932281,standart_yapilandirma,0.49786356
595655,0.9991347190670874,standart_yapilandirma,0.49786356
595658,0.9971263653662824,standart_yapilandirma,0.49786356
595665,0.6645474766160648,standart_yapilandirma,0.49786356
595667,0.9611400326499108,standart_yapilandirma,0.49786356
595671,0.9666712203900324,standart_yapilandirma,0.49786356
595673,0.8201414971764885,standart_yapilandirma,0.49786356
595692,0.9988117916989724,standart_yapilandirma,0.49786356
595693,0.5950501666702195,standart_yapilandirma,0.49786356
595701,0.9967706305796716,standart_yapilandirma,0.49786356
595703,0.9993410178335294,standart_yapilandirma,0.49786356
595710,0.9987211195077504,standart_yapilandirma,0.49786356
595712,0.5813916403137962,standart_yapilandirma,0.49786356
595714,0.9995547813344954,standart_yapilandirma,0.49786356
595717,0.6165409415431884,standart_yapilandirma,0.49786356
595725,0.994004506782826,standart_yapilandirma,0.49786356
595731,0.9295109148913976,standart_yapilandirma,0.49786356
595732,0.6150685598813763,standart_yapilandirma,0.49786356
595734,0.9991725295400063,standart_yapilandirma,0.49786356
595740,0.503447099065913,standart_yapilandirma,0.49786356
595748,0.999544743529756,standart_yapilandirma,0.49786356
595753,0.9834411356499622,standart_yapilandirma,0.49786356
595756,0.6107553722753882,standart_yapilandirma,0.49786356
595757,0.6846451365599346,standart_yapilandirma,0.49786356
595758,0.6646813345166532,standart_yapilandirma,0.49786356
595759,0.878112758504701,standart_yapilandirma,0.49786356
595761,0.6750483123360619,standart_yapilandirma,0.49786356
595765,0.69931251071244,standart_yapilandirma,0.49786356
595766,0.9959422292902188,standart_yapilandirma,0.49786356
595770,0.998552357749002,standart_yapilandirma,0.49786356
595771,0.9842920144619144,standart_yapilandirma,0.49786356
595774,0.7022060604182807,standart_yapilandirma,0.49786356
595776,0.6025754225695172,standart_yapilandirma,0.49786356
595782,0.7097654785726287,standart_yapilandirma,0.49786356
595785,0.5409618914901908,standart_yapilandirma,0.49786356
595787,0.8490180681413066,standart_yapilandirma,0.49786356
595789,0.7515004129147185,standart_yapilandirma,0.49786356
595808,0.5028782657928654,standart_yapilandirma,0.49786356
595811,0.7096243784613221,standart_yapilandirma,0.49786356
595813,0.772185098928261,standart_yapilandirma,0.49786356
595814,0.6411313480756919,standart_yapilandirma,0.49786356
595819,0.7643813438297773,standart_yapilandirma,0.49786356
595824,0.6953908324273922,standart_yapilandirma,0.49786356
595825,0.9995940921451756,standart_yapilandirma,0.49786356
595828,0.9942115363089344,standart_yapilandirma,0.49786356
595833,0.6402591578260396,standart_yapilandirma,0.49786356
595847,0.6385984611496613,standart_yapilandirma,0.49786356
595848,0.9991836529364428,standart_yapilandirma,0.49786356
595849,0.668725772385547,standart_yapilandirma,0.49786356
595853,0.9899115543156106,standart_yapilandirma,0.49786356
595859,0.9991270718788344,standart_yapilandirma,0.49786356
595866,0.6836255655360124,standart_yapilandirma,0.49786356
595877,0.9995025148603552,standart_yapilandirma,0.49786356
595880,0.999281205890224,standart_yapilandirma,0.49786356
595886,0.6325647234909297,standart_yapilandirma,0.49786356
595890,0.5457365362267282,standart_yapilandirma,0.49786356
595894,0.8593448019575685,standart_yapilandirma,0.49786356
595897,0.5777011501734768,standart_yapilandirma,0.49786356
595901,0.7386910318417853,standart_yapilandirma,0.49786356
595909,0.6945783965283401,standart_yapilandirma,0.49786356
595916,0.7463751098903519,standart_yapilandirma,0.49786356
595919,0.9108429558179956,standart_yapilandirma,0.49786356
595923,0.575145584334196,standart_yapilandirma,0.49786356
595924,0.9894736508302155,standart_yapilandirma,0.49786356
595925,0.9980950186073334,standart_yapilandirma,0.49786356
595927,0.9887350675049916,standart_yapilandirma,0.49786356
595939,0.9849179446399392,standart_yapilandirma,0.49786356
595963,0.9459642664295936,standart_yapilandirma,0.49786356
595967,0.5857674802488129,standart_yapilandirma,0.49786356
595969,0.9803699943422036,standart_yapilandirma,0.49786356
595971,0.5186020708743702,standart_yapilandirma,0.49786356
595973,0.6029985887556184,standart_yapilandirma,0.49786356
